transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,Revenue,Month
3311,625,E******** D****,102,70000.0,Phone,Electronics,online,Mumbai,2026-01-19,4,Card,0.2,E*****@gmail.com,******6997,successful,224000.0,2026-01
3312,313,M*** L***,106,80000.0,Sofa,Furniture,online,Delhi,2025-06-21,4,Card,0.1,M*****@outlook.com,******2640,successful,288000.0,2025-06
3313,75,J**** M*****,102,70000.0,Phone,Electronics,offline,Mumbai,2025-04-21,2,Card,0.2,J*****@gmail.com,******6187,successful,112000.0,2025-04
3314,917,A********* M****,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-12-07,2,NetBanking,0.4,A*****@gmail.com,******3519,successful,78000.0,2025-12
3315,2,S***** E****,102,70000.0,Phone,Electronics,offline,Delhi,2025-08-14,4,NetBanking,0.3,S*****@gmail.com,******2287,successful,196000.0,2025-08
3316,642,T*** M*******,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-07-18,4,Card,0.15,T*****@gmail.com,******6968,successful,4420.0,2025-07
3317,339,S**** H********,107,50000.0,Dining Table,Furniture,online,Delhi,2025-06-12,5,Cash,0.1,S*****@yahoo.com,******4384,successful,225000.0,2025-06
3318,989,J**** H*****,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2026-07-03,3,Card,0.1,J*****@yahoo.com,******4162,successful,175500.0,2026-07
3319,621,D**** K****,107,50000.0,Dining Table,Furniture,online,Delhi,2025-09-02,4,Cash,0.3,D*****@outlook.com,******6381,successful,140000.0,2025-09
3320,615,C****** T*****,106,80000.0,Sofa,Furniture,online,Mumbai,2025-06-22,1,NetBanking,0.2,C*****@gmail.com,******5838,successful,64000.0,2025-06
3321,674,H**** A******,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-05-19,4,Card,0.2,H*****@outlook.com,******8272,successful,256000.0,2025-05
3322,360,L****** Y***,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-12-12,1,NetBanking,0.15,L*****@gmail.com,******4192,successful,6800.0,2025-12
3323,411,R**** H********,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-09-03,3,NetBanking,0.3,R*****@yahoo.com,******0606,successful,2730.0,2025-09
3324,85,S****** E****,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-12-12,4,NetBanking,0.1,S*****@gmail.com,******2653,successful,180000.0,2025-12
3325,560,A****** L*******,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-12-13,4,Cash,0.35,A*****@gmail.com,******7287,successful,650000.0,2025-12
3326,736,L*** L**,107,50000.0,Dining Table,Furniture,online,Delhi,2025-07-31,3,Card,0.05,L*****@gmail.com,******6221,successful,142500.0,2025-07
3327,610,M****** J****,106,80000.0,Sofa,Furniture,online,Chennai,2025-08-17,5,UPI,0.15,M*****@gmail.com,******9133,successful,340000.0,2025-08
3328,452,C*** H*******,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-04-10,2,UPI,0.15,C*****@gmail.com,******7438,successful,76500.0,2025-04
3329,772,K****** G******,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-06-15,1,Cash,0.35,K*****@outlook.com,******1958,successful,29250.0,2025-06
3330,534,D****** L****,102,70000.0,Phone,Electronics,online,Delhi,2025-11-10,3,UPI,0.05,D*****@yahoo.com,******1818,successful,199500.0,2025-11
3331,11,J**** L******,106,80000.0,Sofa,Furniture,offline,Delhi,2026-03-30,4,Cash,0.25,J*****@gmail.com,******0360,successful,240000.0,2026-03
3332,4,K**** B****,102,70000.0,Phone,Electronics,online,Chennai,2025-07-21,4,UPI,0.35,K*****@gmail.com,******2599,successful,182000.0,2025-07
3333,921,J****** T*****,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-11-03,5,UPI,0.3,J*****@outlook.com,******0882,successful,175000.0,2025-11
3334,816,E**** M*****,103,1300.0,Shirt,Clothing,online,Delhi,2026-07-03,2,NetBanking,0.05,E*****@yahoo.com,******1945,successful,2470.0,2026-07
3335,606,C**** A*****,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-07-20,5,UPI,0.25,C*****@gmail.com,******1970,successful,187500.0,2025-07
3336,326,D****** R****,102,70000.0,Phone,Electronics,online,Delhi,2026-02-02,3,UPI,0.05,D*****@outlook.com,******7757,successful,199500.0,2026-02
3337,646,P***** B******,110,45000.0,Microwave,Home Appliances,online,Mumbai,2026-03-19,2,Cash,0.25,P*****@outlook.com,******1461,successful,67500.0,2026-03
3338,820,M*** G******,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-11-16,4,UPI,0.4,M*****@yahoo.com,******9201,successful,120000.0,2025-11
3339,476,J*** B*****,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-09-24,4,NetBanking,0.1,J*****@gmail.com,******9421,successful,252000.0,2025-09
3340,901,R***** M****,105,45000.0,Tv,Electronics,online,Mumbai,2025-11-28,5,UPI,0.2,R*****@gmail.com,******9632,successful,180000.0,2025-11
3341,514,J***** C*******,104,8000.0,Shoes,Clothing,offline,Chennai,2025-07-15,1,Cash,0.2,J*****@gmail.com,******8341,successful,6400.0,2025-07
3342,33,J*** S*******,105,45000.0,Tv,Electronics,online,Hyderabad,2026-01-26,1,UPI,0.4,J*****@outlook.com,******9763,successful,27000.0,2026-01
3343,144,A**** B***,102,70000.0,Phone,Electronics,offline,Mumbai,2025-11-26,4,UPI,0.1,A*****@gmail.com,******5581,successful,252000.0,2025-11
3344,890,H**** M****,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-05-23,1,UPI,0.15,H*****@yahoo.com,******6494,successful,38250.0,2025-05
3345,19,J****** O******,106,80000.0,Sofa,Furniture,online,Mumbai,2025-09-15,5,Card,0.2,J*****@outlook.com,******0000,successful,320000.0,2025-09
3346,775,R** C*****,107,50000.0,Dining Table,Furniture,online,Chennai,2025-05-21,1,UPI,0.4,R*****@gmail.com,******6010,successful,30000.0,2025-05
3347,376,T**** F****,104,8000.0,Shoes,Clothing,offline,Chennai,2025-07-28,4,UPI,0.15,T*****@outlook.com,******0816,successful,27200.0,2025-07
3348,618,A*** T*****,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-08-16,4,Card,0.25,A*****@yahoo.com,******3305,successful,135000.0,2025-08
3349,722,A******** W*****,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-10-30,3,Card,0.25,A*****@outlook.com,******7695,successful,180000.0,2025-10
3350,949,M****** G******,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-12-02,1,Cash,0.2,M*****@yahoo.com,******0493,successful,64000.0,2026-12
3351,728,L*** M*****,104,8000.0,Shoes,Clothing,online,Chennai,2026-04-06,1,Cash,0.1,L*****@gmail.com,******3795,successful,7200.0,2026-04
3352,733,J****** L**,107,50000.0,Dining Table,Furniture,online,Delhi,2025-10-08,4,Cash,0.4,J*****@gmail.com,******6363,successful,120000.0,2025-10
3353,95,J*** J*****,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-02-24,4,Card,0.4,J*****@gmail.com,******7560,successful,120000.0,2026-02
3354,386,B******* M*****,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2026-04-15,4,UPI,0.15,B*****@yahoo.com,******2269,successful,221000.0,2026-04
3356,162,K****** T*****,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-09-15,5,UPI,0.35,K*****@yahoo.com,******0018,successful,812500.0,2025-09
3357,199,M****** C*****,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-08-16,4,Card,0.3,M*****@gmail.com,******0400,successful,140000.0,2025-08
3358,410,B***** G*****,103,1300.0,Shirt,Clothing,online,Mumbai,2025-12-03,5,Cash,0.35,B*****@yahoo.com,******5615,successful,4225.0,2025-12
3359,237,J**** C****,104,8000.0,Shoes,Clothing,online,Mumbai,2025-05-14,1,Cash,0.25,J*****@yahoo.com,******9410,successful,6000.0,2025-05
3360,113,P******* C******,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2026-03-24,1,Cash,0.4,P*****@outlook.com,******1759,successful,39000.0,2026-03
3361,381,M****** G****,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-09-02,5,Card,0.15,M*****@gmail.com,******4306,successful,63750.0,2026-09
3362,903,S**** N********,106,80000.0,Sofa,Furniture,offline,Mumbai,2025-06-10,1,NetBanking,0.25,S*****@yahoo.com,******3859,successful,60000.0,2025-06
3363,299,M**** H*****,105,45000.0,Tv,Electronics,offline,Chennai,2025-09-07,3,Cash,0.15,M*****@gmail.com,******1134,successful,114750.0,2025-09
3364,218,B**** H******,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-11-23,1,Card,0.35,B*****@outlook.com,******5068,successful,9750.0,2025-11
3365,97,J***** N****,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-06-10,2,NetBanking,0.4,J*****@outlook.com,******3593,successful,78000.0,2025-06
3366,231,J**** S****,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-08-07,5,UPI,0.05,J*****@gmail.com,******1499,successful,380000.0,2025-08
3367,292,B***** R*****,105,45000.0,Tv,Electronics,offline,Delhi,2025-06-10,4,NetBanking,0.05,B*****@yahoo.com,******1549,successful,171000.0,2025-06
3368,68,S******** S****,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-05-14,3,Cash,0.3,S*****@gmail.com,******0889,successful,31499.999999999996,2025-05
3369,109,M****** W*****,104,8000.0,Shoes,Clothing,online,Mumbai,2025-08-27,4,NetBanking,0.3,M*****@yahoo.com,******7171,successful,22400.0,2025-08
3370,182,K******* C*****,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-04-20,1,Card,0.05,K*****@outlook.com,******9367,successful,237500.0,2025-04
3371,839,E*** W*****,102,70000.0,Phone,Electronics,offline,Chennai,2026-01-28,1,UPI,0.35,E*****@outlook.com,******2146,successful,45500.0,2026-01
3372,225,C****** C********,101,250000.0,Laptop,Electronics,online,Chennai,2025-09-11,3,Cash,0.25,C*****@yahoo.com,******3584,successful,562500.0,2025-09
3373,104,A***** C*******,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-01-16,1,UPI,0.1,A*****@yahoo.com,******9548,successful,58500.0,2026-01
3374,258,L**** T*****,102,70000.0,Phone,Electronics,online,Chennai,2025-09-17,4,Card,0.4,L*****@yahoo.com,******7795,successful,168000.0,2025-09
3375,666,E**** G*******,106,80000.0,Sofa,Furniture,online,Mumbai,2026-02-07,2,Card,0.2,E*****@gmail.com,******4680,successful,128000.0,2026-02
3376,981,C******** H*****,103,1300.0,Shirt,Clothing,online,Mumbai,2026-10-04,2,UPI,0.3,C*****@gmail.com,******5939,successful,1819.9999999999998,2026-10
3377,912,B**** R******,106,80000.0,Sofa,Furniture,online,Mumbai,2025-04-11,4,Cash,0.2,B*****@yahoo.com,******3966,successful,256000.0,2025-04
3378,611,R***** L****,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-06-05,4,UPI,0.3,R*****@gmail.com,******6473,successful,140000.0,2025-06
3379,399,R****** F*****,101,250000.0,Laptop,Electronics,offline,Chennai,2025-08-03,5,Card,0.2,R*****@gmail.com,******9649,successful,1000000.0,2025-08
3380,309,G*** A****,101,250000.0,Laptop,Electronics,offline,Delhi,2025-09-13,2,Cash,0.4,G*****@gmail.com,******3177,successful,300000.0,2025-09
3381,264,K**** J******,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-05-24,4,Cash,0.15,K*****@gmail.com,******6731,successful,153000.0,2025-05
3382,492,K***** T*****,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-02-02,4,NetBanking,0.35,K*****@outlook.com,******0167,successful,650000.0,2026-02
3383,973,A**** G******,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-06-15,3,Card,0.2,A*****@outlook.com,******9731,successful,120000.0,2025-06
3384,399,R****** F*****,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-07-11,3,Cash,0.3,R*****@gmail.com,******9649,successful,105000.0,2025-07
3385,703,D**** A*****,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-08-17,2,NetBanking,0.35,D*****@yahoo.com,******2395,successful,19500.0,2025-08
3386,932,J****** H******,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-11-20,2,Cash,0.05,J*****@outlook.com,******1025,successful,123500.0,2025-11
3387,98,C**** M******,101,250000.0,Laptop,Electronics,offline,Chennai,2025-12-07,2,Cash,0.35,C*****@outlook.com,******4089,successful,325000.0,2025-12
3388,530,M*** F*****,105,45000.0,Tv,Electronics,online,Delhi,2026-06-03,3,Cash,0.25,M*****@outlook.com,******5263,successful,101250.0,2026-06
3389,542,A***** M*****,105,45000.0,Tv,Electronics,online,Chennai,2025-09-29,2,Cash,0.35,A*****@outlook.com,******6387,successful,58500.0,2025-09
3390,268,M**** L*****,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2026-03-31,5,UPI,0.2,M*****@gmail.com,******1331,successful,180000.0,2026-03
3391,677,M**** E****,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-12-18,1,UPI,0.1,M*****@yahoo.com,******0125,successful,1170.0,2025-12
3392,588,C**** E******,102,70000.0,Phone,Electronics,offline,Delhi,2026-03-19,1,Card,0.1,C*****@gmail.com,******1845,successful,63000.0,2026-03
3393,956,C********** R****,101,250000.0,Laptop,Electronics,offline,Delhi,2026-01-22,2,NetBanking,0.3,C*****@gmail.com,******6145,successful,350000.0,2026-01
3394,680,B******* A*******,102,70000.0,Phone,Electronics,online,Delhi,2025-05-28,3,NetBanking,0.2,B*****@yahoo.com,******6812,successful,168000.0,2025-05
3395,714,S**** L***,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2026-01-19,1,Cash,0.4,S*****@gmail.com,******4950,successful,39000.0,2026-01
3396,148,C********** S*******,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-10-01,2,UPI,0.25,C*****@gmail.com,******1250,successful,105000.0,2025-10
3397,73,A****** G*******,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-09-29,5,UPI,0.15,A*****@yahoo.com,******9312,successful,276250.0,2025-09
3398,269,C******** C*****,103,1300.0,Shirt,Clothing,offline,Chennai,2025-10-09,5,Cash,0.3,C*****@yahoo.com,******1847,successful,4550.0,2025-10
3399,870,T***** M*****,104,8000.0,Shoes,Clothing,offline,Bangalore,2026-12-02,3,NetBanking,0.05,T*****@yahoo.com,******7719,successful,22800.0,2026-12
3400,868,T****** H********,102,70000.0,Phone,Electronics,online,Hyderabad,2025-07-04,2,UPI,0.2,T*****@gmail.com,******8386,successful,112000.0,2025-07
3401,604,C**** M*****,104,8000.0,Shoes,Clothing,online,Chennai,2026-04-04,1,NetBanking,0.15,C*****@outlook.com,******2647,successful,6800.0,2026-04
3402,567,B******* P*****,105,45000.0,Tv,Electronics,offline,Bangalore,2025-09-06,4,Cash,0.1,B*****@gmail.com,******8438,successful,162000.0,2025-09
3403,643,S**** H*****,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2026-03-13,1,Card,0.35,S*****@gmail.com,******9724,successful,9750.0,2026-03
3404,226,S**** T*******,106,80000.0,Sofa,Furniture,offline,Delhi,2025-06-22,1,Card,0.15,S*****@gmail.com,******2678,successful,68000.0,2025-06
3405,552,A****** C**,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-05-04,2,Cash,0.2,A*****@gmail.com,******7392,successful,12800.0,2025-05
3406,747,L**** E******,101,250000.0,Laptop,Electronics,online,Bangalore,2026-11-03,2,UPI,0.2,L*****@yahoo.com,******5369,successful,400000.0,2026-11
3407,6,E*** T*****,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-09-09,5,Cash,0.25,E*****@outlook.com,******6182,successful,56250.0,2025-09
3408,252,S****** D*****,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-11-17,4,Cash,0.15,S*****@gmail.com,******7631,successful,153000.0,2025-11
3409,158,T****** M*******,106,80000.0,Sofa,Furniture,online,Delhi,2025-12-19,3,NetBanking,0.2,T*****@gmail.com,******6316,successful,192000.0,2025-12
3410,18,A****** A****,104,8000.0,Shoes,Clothing,offline,Mumbai,2026-01-12,3,UPI,0.4,A*****@gmail.com,******8299,successful,14400.0,2026-01
3411,888,J*** G****,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-11-20,3,Card,0.3,J*****@outlook.com,******5623,successful,105000.0,2025-11
3412,36,B**** M*******,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-03-12,4,Card,0.1,B*****@gmail.com,******4804,successful,54000.0,2026-03
3413,756,J*** M***,101,250000.0,Laptop,Electronics,online,Bangalore,2025-05-22,2,NetBanking,0.25,J*****@yahoo.com,******4818,successful,375000.0,2025-05
3414,912,B**** R******,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-04-17,4,UPI,0.35,B*****@yahoo.com,******3966,successful,130000.0,2025-04
3415,726,J***** W*****,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-05-23,1,Card,0.1,J*****@outlook.com,******9809,successful,45000.0,2025-05
3416,186,D*** G******,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2026-04-08,3,UPI,0.05,D*****@gmail.com,******0201,successful,185250.0,2026-04
3417,788,W****** W*****,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-02-12,4,Cash,0.25,W*****@gmail.com,******5393,successful,750000.0,2026-02
3418,218,B**** H******,102,70000.0,Phone,Electronics,offline,Chennai,2025-08-17,2,Card,0.2,B*****@outlook.com,******5068,successful,112000.0,2025-08
3419,745,J******* W****,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2026-02-27,5,NetBanking,0.15,J*****@gmail.com,******2095,successful,191250.0,2026-02
3420,91,C********** M*****,101,250000.0,Laptop,Electronics,online,Bangalore,2025-06-26,1,NetBanking,0.1,C*****@outlook.com,******8811,successful,225000.0,2025-06
3421,799,S******** D***,105,45000.0,Tv,Electronics,online,Delhi,2025-06-08,5,Card,0.3,S*****@gmail.com,******0744,successful,157500.0,2025-06
3422,121,D****** V***,106,80000.0,Sofa,Furniture,offline,Delhi,2025-11-24,4,Card,0.15,D*****@gmail.com,******7407,successful,272000.0,2025-11
3423,665,N***** G********,105,45000.0,Tv,Electronics,online,Delhi,2025-07-20,1,UPI,0.3,N*****@gmail.com,******6956,successful,31499.999999999996,2025-07
3424,691,C****** M****,106,80000.0,Sofa,Furniture,online,Mumbai,2025-02-07,1,Cash,0.2,C*****@gmail.com,******4137,successful,64000.0,2025-02
3425,336,G****** M*******,103,1300.0,Shirt,Clothing,online,Chennai,2025-08-16,4,Card,0.1,G*****@gmail.com,******0045,successful,4680.0,2025-08
3426,498,R****** C*******,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-04-28,4,NetBanking,0.25,R*****@gmail.com,******1675,successful,150000.0,2025-04
3427,389,T**** K**,105,45000.0,Tv,Electronics,offline,Bangalore,2025-07-11,5,NetBanking,0.1,T*****@yahoo.com,******5816,successful,202500.0,2025-07
3428,129,T***** W****,103,1300.0,Shirt,Clothing,online,Bangalore,2026-01-26,1,UPI,0.3,T*****@outlook.com,******7186,successful,909.9999999999999,2026-01
3429,982,J**** M****,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2026-02-04,2,NetBanking,0.05,J*****@outlook.com,******8023,successful,123500.0,2026-02
3430,290,M**** C*****,103,1300.0,Shirt,Clothing,online,Chennai,2025-08-24,2,UPI,0.2,M*****@yahoo.com,******1923,successful,2080.0,2025-08
3431,580,M******* W*****,101,250000.0,Laptop,Electronics,offline,Chennai,2025-06-17,2,NetBanking,0.2,M*****@yahoo.com,******7146,successful,400000.0,2025-06
3432,15,R**** R**,101,250000.0,Laptop,Electronics,offline,Chennai,2025-10-26,2,Cash,0.2,R*****@outlook.com,******1348,successful,400000.0,2025-10
3433,508,J**** D*****,106,80000.0,Sofa,Furniture,online,Bangalore,2025-07-21,3,Cash,0.35,J*****@gmail.com,******8892,successful,156000.0,2025-07
3434,78,M***** C*****,106,80000.0,Sofa,Furniture,online,Chennai,2025-11-03,2,UPI,0.25,M*****@gmail.com,******6981,successful,120000.0,2025-11
3435,656,A*** W****,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-12-20,1,UPI,0.2,A*****@yahoo.com,******8407,successful,36000.0,2025-12
3436,169,A***** D****,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-07-31,5,UPI,0.25,A*****@gmail.com,******7904,successful,187500.0,2025-07
3437,456,C********** W*******,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-05-17,4,UPI,0.1,C*****@gmail.com,******1250,successful,180000.0,2025-05
3438,194,L****** T*****,107,50000.0,Dining Table,Furniture,online,Chennai,2025-10-11,2,Cash,0.4,L*****@gmail.com,******8398,successful,60000.0,2025-10
3439,468,S**** W****,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-11-23,5,Card,0.15,S*****@yahoo.com,******6164,successful,1062500.0,2025-11
3440,843,C****** H*****,101,250000.0,Laptop,Electronics,online,Bangalore,2025-06-29,3,UPI,0.25,C*****@gmail.com,******8861,successful,562500.0,2025-06
3441,764,J*** G******,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-11-26,4,UPI,0.35,J*****@outlook.com,******4567,successful,130000.0,2025-11
3443,57,C****** H********,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-07-22,4,Cash,0.05,C*****@outlook.com,******5372,successful,304000.0,2025-07
3444,844,P***** C********,105,45000.0,Tv,Electronics,offline,Delhi,2026-02-23,4,UPI,0.05,P*****@gmail.com,******7742,successful,171000.0,2026-02
3445,631,C**** H***,104,8000.0,Shoes,Clothing,online,Bangalore,2025-07-31,5,NetBanking,0.15,C*****@gmail.com,******7740,successful,34000.0,2025-07
3446,686,B****** J******,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-02-28,2,UPI,0.2,B*****@yahoo.com,******2657,successful,72000.0,2026-02
3447,950,C******* M****,110,45000.0,Microwave,Home Appliances,online,Delhi,2026-03-23,1,Card,0.3,C*****@yahoo.com,******9331,successful,31499.999999999996,2026-03
3448,911,K**** L*,103,1300.0,Shirt,Clothing,online,Delhi,2025-12-09,2,UPI,0.2,K*****@outlook.com,******5769,successful,2080.0,2025-12
3449,565,C**** M****,105,45000.0,Tv,Electronics,offline,Mumbai,2025-12-28,5,NetBanking,0.15,C*****@gmail.com,******2911,successful,191250.0,2025-12
3450,134,M**** T*****,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-08-12,5,Card,0.15,M*****@outlook.com,******4377,successful,212500.0,2025-08
3451,270,K******** S***,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-10-09,3,Card,0.35,K*****@yahoo.com,******7908,successful,29250.0,2025-10
3452,988,J*** T*****,101,250000.0,Laptop,Electronics,online,Delhi,2025-06-18,1,NetBanking,0.2,J*****@gmail.com,******9139,successful,200000.0,2025-06
3453,477,W***** M***,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-07-21,5,Card,0.15,W*****@outlook.com,******0729,successful,1062500.0,2025-07
3454,357,K******* A****,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-07-02,2,Cash,0.2,K*****@gmail.com,******7851,successful,112000.0,2025-07
3455,710,A**** M****,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2026-07-02,4,UPI,0.2,A*****@gmail.com,******1176,successful,144000.0,2026-07
3456,405,T*** O****,103,1300.0,Shirt,Clothing,online,Bangalore,2025-06-05,2,Cash,0.35,T*****@gmail.com,******3492,successful,1690.0,2025-06
3457,564,S****** D****,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-06-29,3,Cash,0.35,S*****@gmail.com,******0711,successful,87750.0,2025-06
3458,323,V******* P*******,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-04-11,4,Cash,0.05,V*****@gmail.com,******0994,successful,171000.0,2025-04
3459,708,D**** G*****,105,45000.0,Tv,Electronics,online,Mumbai,2026-02-27,2,UPI,0.05,D*****@gmail.com,******9116,successful,85500.0,2026-02
3460,963,L**** S********,103,1300.0,Shirt,Clothing,offline,Chennai,2025-11-19,2,UPI,0.1,L*****@outlook.com,******4205,successful,2340.0,2025-11
3461,36,B**** M*******,103,1300.0,Shirt,Clothing,online,Chennai,2025-12-09,4,UPI,0.15,B*****@gmail.com,******4804,successful,4420.0,2025-12
3462,535,J**** M***,102,70000.0,Phone,Electronics,online,Bangalore,2026-05-03,3,Card,0.25,J*****@gmail.com,******7972,successful,157500.0,2026-05
3463,338,L*** G*******,106,80000.0,Sofa,Furniture,online,Delhi,2026-02-25,3,Cash,0.25,L*****@outlook.com,******9437,successful,180000.0,2026-02
3464,40,K******* H******,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-05-31,4,NetBanking,0.15,K*****@outlook.com,******6674,successful,272000.0,2025-05
3465,879,A***** J*******,101,250000.0,Laptop,Electronics,online,Mumbai,2026-01-11,3,UPI,0.15,A*****@yahoo.com,******8466,successful,637500.0,2026-01
3466,491,J*** O****,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-09-09,1,Cash,0.1,J*****@yahoo.com,******7825,successful,13500.0,2025-09
3467,983,M*** P***,104,8000.0,Shoes,Clothing,online,Delhi,2025-09-15,5,Cash,0.2,M*****@yahoo.com,******1707,successful,32000.0,2025-09
3468,958,J***** W***,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-11-11,1,NetBanking,0.15,J*****@yahoo.com,******2265,successful,1105.0,2025-11
3469,813,J*** H*****,104,8000.0,Shoes,Clothing,offline,Chennai,2025-05-26,1,Cash,0.3,J*****@gmail.com,******3148,successful,5600.0,2025-05
3470,432,C****** N*****,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-11-14,2,Card,0.2,C*****@yahoo.com,******1774,successful,24000.0,2025-11
3471,393,S****** A******,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-06-03,3,UPI,0.1,S*****@gmail.com,******2230,successful,175500.0,2025-06
3472,874,S***** P****,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-12-29,3,NetBanking,0.15,S*****@gmail.com,******3067,successful,38250.0,2025-12
3473,909,J********* F***,104,8000.0,Shoes,Clothing,offline,Chennai,2025-06-23,3,Cash,0.15,J*****@gmail.com,******2895,successful,20400.0,2025-06
3474,115,L**** G*****,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2025-11-07,3,NetBanking,0.3,L*****@gmail.com,******1568,successful,31499.999999999996,2025-11
3475,826,R*** W***,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-10-12,2,UPI,0.4,R*****@outlook.com,******3000,successful,54000.0,2025-10
3476,426,A**** H***,102,70000.0,Phone,Electronics,online,Bangalore,2025-10-16,4,UPI,0.4,A*****@gmail.com,******5074,successful,168000.0,2025-10
3477,88,A*** M*********,104,8000.0,Shoes,Clothing,online,Chennai,2025-11-27,4,NetBanking,0.3,A*****@gmail.com,******4131,successful,22400.0,2025-11
3478,1,K**** P******,102,70000.0,Phone,Electronics,offline,Hyderabad,2026-01-03,3,NetBanking,0.4,K*****@yahoo.com,******6363,successful,126000.0,2026-01
3479,980,A***** A******,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-08-23,5,Card,0.25,A*****@gmail.com,******3841,successful,243750.0,2025-08
3480,952,J******* F*******,103,1300.0,Shirt,Clothing,offline,Chennai,2026-12-03,3,Cash,0.2,J*****@gmail.com,******9414,successful,3120.0,2026-12
3481,244,F******** G*******,103,1300.0,Shirt,Clothing,offline,Chennai,2025-08-22,1,UPI,0.1,F*****@outlook.com,******1750,successful,1170.0,2025-08
